user_id,item_id,rank,pred_rating
1,511,1,5.398755073547363
1,1062,2,4.067911148071289
1,1084,3,4.147456169128418
1,603,4,4.87717866897583
1,969,5,4.039355278015137
1,1109,6,3.889212131500244
1,360,7,4.410861492156982
1,806,8,4.633805274963379
1,445,9,3.992318868637085
1,497,10,4.362321853637695
2,693,1,3.837306022644043
2,1062,2,4.0186357498168945
2,850,3,4.0182881355285645
2,189,4,4.461645126342773
2,511,5,4.424471378326416
2,863,6,3.999318838119507
2,1019,7,4.369648456573486
2,480,8,4.1844987869262695
2,172,9,4.319150924682617
2,239,10,3.724848747253418
3,483,1,3.814101457595825
3,526,2,3.3086936473846436
3,187,3,3.6885225772857666
3,316,4,3.4313559532165527
3,127,5,3.675715923309326
3,427,6,3.151017427444458
3,24,7,3.2048158645629883
3,320,8,3.260806083679199
3,1097,9,3.0603244304656982
3,1251,10,3.4728639125823975
4,185,1,4.879223823547363
4,519,2,5.39070463180542
4,223,3,5.376593589782715
4,217,4,4.808021545410156
4,211,5,5.048060417175293
4,916,6,4.606292247772217
4,697,7,4.775609016418457
4,493,8,5.116515159606934
4,134,9,5.101785659790039
4,12,10,4.761265277862549
5,175,1,5.049330711364746
5,806,2,3.8309948444366455
5,74,3,3.7118797302246094
5,119,4,3.7604031562805176
5,114,5,4.51249885559082
5,249,6,3.6389474868774414
5,489,7,3.6899983882904053
5,1158,8,4.04731559753418
5,316,9,4.124796390533447
5,647,10,4.353560447692871
6,1201,1,3.587146282196045
6,647,2,4.5145063400268555
6,443,3,4.496711730957031
6,705,4,4.064236640930176
6,1269,5,3.7129907608032227
6,150,6,4.283130645751953
6,60,7,4.2245988845825195
6,1233,8,3.544542074203491
6,602,9,3.848226308822632
6,52,10,3.934241771697998
7,718,1,4.690331935882568
7,1523,2,4.07809591293335
7,169,3,5.087761402130127
7,1367,4,4.969987869262695
7,965,5,4.458040714263916
7,1147,6,4.575701713562012
7,283,7,4.109793186187744
7,958,8,4.722660064697266
7,119,9,4.503652572631836
7,1160,10,4.178332805633545
8,169,1,5.396231651306152
8,211,2,4.579938888549805
8,1142,3,4.299680709838867
8,157,4,4.555145263671875
8,1500,5,4.157448768615723
8,48,6,4.269749641418457
8,318,7,4.816864013671875
8,1428,8,3.969888925552368
8,1,9,4.051318645477295
8,297,10,4.435513973236084
9,1194,1,4.265042304992676
9,419,2,4.052605152130127
9,513,3,4.506333351135254
9,633,4,3.9019832611083984
9,647,5,3.9735963344573975
9,1203,6,4.203205585479736
9,1019,7,4.378060817718506
9,904,8,3.9678282737731934
9,178,9,4.297940254211426
9,251,10,4.286836624145508
10,313,1,5.072029113769531
10,318,2,5.017629146575928
10,52,3,4.269665241241455
10,966,4,4.532671928405762
10,1159,5,4.669033527374268
10,608,6,4.118834018707275
10,119,7,4.617624282836914
10,528,8,4.374040603637695
10,1203,9,4.113489627838135
10,193,10,4.19500207901001
11,963,1,4.773994445800781
11,1449,2,4.720887660980225
11,936,3,3.997499942779541
11,533,4,3.7608163356781006
11,607,5,4.115331649780273
11,10,6,4.45833683013916
11,1019,7,4.381979465484619
11,811,8,3.9684319496154785
11,505,9,4.187183856964111
11,1024,10,4.1847405433654785
12,235,1,4.09567928314209
12,483,2,5.101217746734619
12,1121,3,4.6021809577941895
12,945,4,4.59281587600708
12,1367,5,4.48975133895874
12,222,6,4.261014461517334
12,958,7,4.4697489738464355
12,1278,8,4.364393711090088
12,651,9,4.463533401489258
12,1147,10,4.554554462432861
13,694,1,4.376437664031982
13,1367,2,4.348850727081299
13,1142,3,4.313126564025879
13,489,4,3.697411060333252
13,221,5,3.9639525413513184
13,1053,6,3.543107032775879
13,30,7,4.167191028594971
13,1115,8,3.6075377464294434
13,945,9,4.0989813804626465
13,1361,10,3.6474788188934326
14,171,1,5.39224100112915
14,611,2,4.157515048980713
14,208,3,4.358152866363525
14,521,4,4.568960189819336
14,538,5,4.4387054443359375
14,896,6,4.777735710144043
14,198,7,4.201877117156982
14,925,8,4.1274213790893555
14,1313,9,4.194395542144775
14,488,10,4.295558452606201
15,487,1,4.119139194488525
15,198,2,3.439648151397705
15,1617,3,3.8923768997192383
15,465,4,3.8566596508026123
15,160,5,3.430004119873047
15,1450,6,3.843165397644043
15,199,7,4.282017230987549
15,86,8,4.22330379486084
15,423,9,4.183211326599121
15,1534,10,3.448399066925049
16,205,1,5.240726470947266
16,884,2,4.510745048522949
16,223,3,5.1243696212768555
16,491,4,4.8035383224487305
16,530,5,4.504601955413818
16,511,6,4.768757343292236
16,707,7,4.76653528213501
16,1115,8,4.6341552734375
16,1617,9,4.725015640258789
16,408,10,4.610326766967773
17,151,1,3.849886894226074
17,483,2,4.528936862945557
17,19,3,3.525987148284912
17,199,4,3.721470594406128
17,185,5,4.104076385498047
17,485,6,3.5496253967285156
17,487,7,4.0581374168396
17,1131,8,3.5452656745910645
17,189,9,3.759824514389038
17,79,10,4.0112690925598145
18,30,1,3.9515774250030518
18,662,2,4.191195011138916
18,155,3,4.190969944000244
18,1194,4,4.636124610900879
18,923,5,4.489192485809326
18,995,6,4.077174186706543
18,277,7,4.154347896575928
18,302,8,4.4052605628967285
18,963,9,4.384008884429932
18,1139,10,4.205529689788818
19,135,1,4.138896465301514
19,427,2,4.035648345947266
19,916,3,4.129781723022461
19,493,4,4.3724589347839355
19,694,5,4.362932205200195
19,462,6,4.207314968109131
19,1302,7,3.803926467895508
19,1367,8,4.303219318389893
19,200,9,4.286985397338867
19,136,10,4.063086986541748
20,161,1,3.8185977935791016
20,746,2,4.388211250305176
20,482,3,3.717787742614746
20,245,4,4.016791343688965
20,307,5,4.230563163757324
20,589,6,3.700894832611084
20,903,7,3.5121378898620605
20,645,8,3.5973215103149414
20,488,9,3.965872287750244
20,285,10,4.102365016937256
