user_id,item_id,rank,pred_rating
1,434,1,3.913154125213623
1,425,2,4.333719730377197
1,357,3,5.22554874420166
1,1020,4,4.253692150115967
1,318,5,5.075803279876709
1,657,6,4.97519588470459
1,647,7,4.932039260864258
1,675,8,4.242099761962891
1,936,9,4.505135536193848
1,1450,10,4.255571365356445
2,604,1,4.7391228675842285
2,953,2,4.10837459564209
2,246,3,4.522997856140137
2,513,4,4.1053242683410645
2,603,5,4.524489402770996
2,132,6,4.2192864418029785
2,813,7,4.011472702026367
2,488,8,4.451228618621826
2,114,9,4.088510036468506
2,194,10,4.279301643371582
3,922,1,3.4664151668548584
3,114,2,3.7843263149261475
3,119,3,3.3334734439849854
3,246,4,2.9900593757629395
3,12,5,3.7111735343933105
3,524,6,3.3096683025360107
3,124,7,3.4589412212371826
3,558,8,3.627220630645752
3,434,9,3.284566640853882
3,647,10,3.540417432785034
4,1450,1,4.7183122634887695
4,185,2,4.879223823547363
4,936,3,5.0901923179626465
4,71,4,4.812618732452393
4,223,5,5.376593589782715
4,519,6,5.39070463180542
4,1367,7,4.954641342163086
4,613,8,4.807977676391602
4,528,9,5.071921348571777
4,320,10,5.030762672424316
5,175,1,5.049330711364746
5,318,2,4.237140655517578
5,615,3,4.232138633728027
5,465,4,3.6651275157928467
5,968,5,3.903801679611206
5,179,6,4.919163227081299
5,194,7,4.698831558227539
5,621,8,3.8991501331329346
5,648,9,4.650396347045898
5,1449,10,4.036677360534668
6,1500,1,4.07598876953125
6,154,2,4.605729103088379
6,172,3,3.9023663997650146
6,770,4,3.8371410369873047
6,1331,5,3.7390260696411133
6,654,6,4.600251197814941
6,724,7,4.0669474601745605
6,420,8,3.8885183334350586
6,661,9,4.438422203063965
6,547,10,3.8732948303222656
7,718,1,4.690331935882568
7,1523,2,4.07809591293335
7,317,3,5.147485256195068
7,258,4,5.09867000579834
7,1293,5,4.206363201141357
7,73,6,4.31741189956665
7,445,7,4.880406856536865
7,185,8,4.871572971343994
7,525,9,4.8288750648498535
7,408,10,4.750733375549316
8,644,1,4.607833385467529
8,132,2,4.592113971710205
8,661,3,4.314084053039551
8,648,4,4.081968784332275
8,653,5,4.422517776489258
8,507,6,4.966232776641846
8,211,7,4.579938888549805
8,223,8,4.922719955444336
8,234,9,4.917070388793945
8,533,10,4.502894878387451
9,272,1,5.059638023376465
9,318,2,4.652157306671143
9,198,3,3.9075396060943604
9,1500,4,3.9959239959716797
9,186,5,4.064047813415527
9,916,6,4.234384059906006
9,124,7,3.9879443645477295
9,114,8,4.497209072113037
9,119,9,4.257971286773682
