user_id,item_id,rating,timestamp,genre_ids
196,242,3,881250949,[5]
196,286,5,881250949,"[8, 14, 17]"
196,269,3,881250949,[5]
196,306,4,881251021,"[8, 14]"
196,340,3,881251045,[8]
196,1022,4,881251143,[7]
196,251,3,881251274,[5]
196,257,2,881251577,"[1, 2, 5, 15]"
196,1007,4,881251601,[5]
196,1241,3,881251642,"[5, 8]"
196,428,4,881251702,[5]
196,381,4,881251728,"[5, 14]"
196,202,3,881251728,"[5, 14]"
196,8,5,881251753,"[4, 5, 8]"
196,116,3,881251753,[5]
196,285,5,881251753,[8]
196,655,5,881251793,"[2, 5, 8]"
196,111,4,881251793,"[5, 14]"
196,153,5,881251820,[5]
196,238,4,881251820,[5]
196,173,2,881251820,"[1, 2, 5, 14]"
186,288,1,879022858,"[11, 16]"
186,300,5,879022858,"[1, 16]"
186,322,5,879022927,"[13, 16]"
186,591,4,879023073,"[8, 16]"
186,742,3,879023073,"[8, 16]"
186,291,4,879023073,"[13, 16]"
186,298,3,879023073,"[1, 15, 16]"
186,121,2,879023074,"[1, 15, 17]"
186,100,4,879023115,"[6, 8, 16]"
186,925,5,879023152,"[15, 16]"
186,983,3,879023152,[16]
186,118,2,879023242,"[1, 2, 16]"
186,717,3,879023242,"[8, 16]"
186,106,2,879023242,"[8, 16]"
186,406,1,879023272,"[11, 16]"
186,977,3,879023273,[1]
186,281,4,879023390,"[1, 16]"
186,295,2,879023390,"[1, 16]"
186,595,3,879023390,[16]
186,79,5,879023460,"[1, 16]"
186,12,1,879023460,"[6, 16]"
186,56,3,879023460,"[6, 8]"
186,31,4,879023529,"[8, 16, 17]"
186,44,5,879023529,"[8, 16]"
186,203,5,879023529,[18]
186,939,5,879023529,"[8, 16]"
186,55,4,879023556,"[6, 8, 14, 16]"
186,263,3,879023571,[1]
186,1083,1,879023599,"[6, 16]"
186,684,4,879023599,"[1, 16]"
186,250,1,879023607,"[1, 15]"
186,117,5,879023607,"[1, 2, 16]"
186,1042,5,879023632,"[13, 16]"
186,1016,5,879023643,"[1, 2, 16]"
186,566,5,879023663,"[1, 2, 16]"
186,356,5,879023663,"[8, 13, 16]"
186,226,5,879023664,"[1, 16]"
186,1277,4,879023677,"[1, 6]"
186,405,3,879023677,"[1, 2, 13]"
186,470,5,879023693,[18]
186,77,5,879023694,"[8, 16]"
186,38,5,879023723,"[15, 16]"
186,159,5,879023723,"[13, 16]"
186,554,1,879023751,"[1, 2]"
186,1046,3,879023751,[16]
186,770,2,879023819,"[6, 10, 13, 16]"
186,1213,3,879023882,"[6, 8, 16]"
186,53,1,879023882,"[1, 16]"
186,385,4,879023894,"[1, 2, 5, 14]"
186,237,2,879023934,"[8, 14]"
186,934,3,879023968,[8]
186,1385,2,879023968,"[5, 14]"
186,550,4,879023985,"[1, 16]"
186,540,4,879024014,[1]
186,568,4,879024014,"[1, 14, 16]"
186,294,3,879024099,[5]
186,243,2,879024099,"[4, 5]"
186,225,4,879024148,"[4, 5]"
186,1033,3,879024212,"[2, 4]"
186,820,2,879024345,"[2, 3, 4, 5, 9]"
186,1336,3,879024346,"[4, 5, 9]"
186,596,4,879024459,"[3, 4, 12]"
186,95,3,879024535,"[3, 4, 5, 12]"
186,588,4,879024535,"[3, 4, 12]"
22,258,5,878886261,"[8, 15]"
22,294,1,878886262,[5]
22,683,1,878886307,[5]
22,688,1,878886307,[5]
22,1000,3,878886333,"[5, 18]"
22,173,5,878886368,"[1, 2, 5, 14]"
22,186,5,878886368,"[1, 5, 12]"
22,153,5,878886423,[5]
22,154,4,878886423,[5]
22,238,5,878886423,[5]
22,201,4,878886449,"[1, 2, 5, 11]"
22,455,5,878886479,[1]
22,210,3,878886479,"[1, 2]"
22,433,3,878886479,[5]
22,692,4,878886480,"[5, 8, 14]"
22,202,5,878886480,"[5, 14]"
22,168,5,878886517,[5]
22,209,4,878886518,"[5, 8, 12]"
22,211,3,878886518,"[5, 17]"
22,367,1,878886571,[5]
22,998,1,878886571,[5]
22,4,5,878886571,"[1, 5, 8]"
22,290,5,878886607,[5]
22,430,4,878886607,"[5, 17]"
22,208,5,878886607,"[5, 11]"
22,194,5,878886607,"[5, 6]"
22,204,5,878886607,"[5, 15]"
22,792,4,878886647,[5]
22,648,4,878886647,"[5, 14]"
22,1001,1,878886647,[5]
22,502,4,878886647,"[5, 17]"
22,435,5,878886682,"[1, 5, 18]"
22,175,4,878886682,[15]
22,17,4,878886682,"[1, 5, 6, 11, 16]"
22,216,4,878886682,"[5, 14]"
22,109,4,878886710,"[5, 15]"
22,732,4,878886710,"[5, 14]"
22,21,4,878886750,"[1, 2, 5, 12, 16]"
22,871,3,878886750,[5]
