user_id,item_id,rank,pred_rating
1,511,1,5.398755073547363
1,302,2,5.3057684898376465
1,357,3,5.22554874420166
1,709,4,5.128716945648193
1,318,5,5.075803279876709
1,657,6,4.97519588470459
1,647,7,4.932039260864258
1,408,8,4.912804126739502
1,963,9,4.90543270111084
1,474,10,4.900907039642334
2,604,1,4.7391228675842285
2,603,2,4.524489402770996
2,246,3,4.522997856140137
2,588,4,4.490489959716797
2,98,5,4.475303649902344
2,189,6,4.461645126342773
2,488,7,4.451228618621826
2,511,8,4.424471378326416
2,192,9,4.415460109710693
2,1194,10,4.411830425262451
3,136,1,3.886078357696533
3,483,2,3.814101457595825
3,657,3,3.795142889022827
3,114,4,3.7843263149261475
3,48,5,3.7586476802825928
3,285,6,3.7255074977874756
3,12,7,3.7111735343933105
3,187,8,3.6885225772857666
3,228,9,3.6799886226654053
3,127,10,3.675715923309326
4,191,1,5.5109076499938965
4,519,2,5.39070463180542
4,318,3,5.390629291534424
4,313,4,5.389801502227783
4,223,5,5.376593589782715
4,483,6,5.297130107879639
4,435,7,5.29103946685791
4,427,8,5.278470993041992
4,513,9,5.272797107696533
4,1194,10,5.272217273712158
5,175,1,5.049330711364746
5,179,2,4.919163227081299
5,19,3,4.7778215408325195
5,511,4,4.721686840057373
5,194,5,4.698831558227539
5,483,6,4.670859336853027
5,648,7,4.650396347045898
5,286,8,4.618796348571777
5,516,9,4.585137367248535
5,474,10,4.55888557434082
6,154,1,4.605729103088379
6,654,2,4.600251197814941
6,604,3,4.542483329772949
6,346,4,4.5377607345581055
6,647,5,4.5145063400268555
6,443,6,4.496711730957031
6,93,7,4.452526569366455
6,661,8,4.438422203063965
6,478,9,4.405495643615723
6,633,10,4.399026870727539
7,347,1,5.228699684143066
7,357,2,5.221813678741455
7,735,3,5.189477920532227
7,317,4,5.147485256195068
7,258,5,5.09867000579834
7,169,6,5.087761402130127
7,1367,7,4.969987869262695
7,344,8,4.967189311981201
7,48,9,4.956340312957764
7,315,10,4.885465621948242
8,169,1,5.396231651306152
8,357,2,5.214134216308594
8,124,3,5.017632007598877
8,178,4,5.008215427398682
8,408,5,4.992733478546143
8,507,6,4.966232776641846
8,223,7,4.922719955444336
8,234,8,4.917070388793945
8,64,9,4.898769855499268
8,474,10,4.888520240783691
9,272,1,5.059638023376465
9,318,2,4.652157306671143
9,64,3,4.615423202514648
9,963,4,4.549221992492676
9,191,5,4.540633678436279
9,513,6,4.506333351135254
9,1449,7,4.4989013671875
9,114,8,4.497209072113037
9,315,9,4.496100425720215
9,603,10,4.484246253967285
10,313,1,5.072029113769531
10,318,2,5.017629146575928
10,1101,3,4.963320255279541
10,132,4,4.919808387756348
10,187,5,4.821339130401611
10,272,6,4.816629886627197
10,8,7,4.812152862548828
10,1193,8,4.795253753662109
10,1251,9,4.7117838859558105
10,684,10,4.697783470153809
11,189,1,4.855263710021973
11,143,2,4.847218036651611
11,963,3,4.773994445800781
11,178,4,4.752593517303467
11,1449,5,4.720887660980225
11,14,6,4.631058692932129
11,172,7,4.581220626831055
11,272,8,4.565352439880371
11,285,9,4.545414924621582
11,202,10,4.538647174835205
12,963,1,5.335416316986084
12,1,2,5.268036365509033
12,210,3,5.229771137237549
12,483,4,5.101217746734619
12,22,5,4.94771671295166
12,513,6,4.9422383308410645
12,566,7,4.929051399230957
12,510,8,4.915493488311768
12,60,9,4.892117023468018
12,520,10,4.8334269523620605
13,660,1,4.676496505737305
13,171,2,4.597821235656738
13,136,3,4.458226680755615
13,718,4,4.381189823150635
13,694,5,4.376437664031982
13,1367,6,4.348850727081299
13,1005,7,4.346269130706787
13,134,8,4.344961643218994
13,1449,9,4.333468437194824
13,1142,10,4.313126564025879
14,171,1,5.39224100112915
14,55,2,5.392187118530273
14,328,3,5.180544853210449
14,652,4,5.036707401275635
14,1449,5,5.009116172790527
14,183,6,4.940033912658691
14,223,7,4.911831855773926
14,675,8,4.893890380859375
14,177,9,4.891147136688232
14,647,10,4.890066146850586
15,515,1,4.702654838562012
15,648,2,4.676779270172119
15,189,3,4.604997158050537
15,496,4,4.529760837554932
15,70,5,4.521998405456543
15,427,6,4.508297443389893
15,692,7,4.497365474700928
15,208,8,4.444011688232422
15,527,9,4.4321465492248535
15,272,10,4.423722743988037
16,210,1,5.541501998901367
16,165,2,5.455711841583252
16,520,3,5.408869743347168
16,513,4,5.282509803771973
16,205,5,5.240726470947266
16,526,6,5.2124481201171875
16,1021,7,5.192686080932617
16,265,8,5.182726860046387
16,177,9,5.158311367034912
16,186,10,5.129583358764648
17,318,1,4.843687057495117
17,168,2,4.5857744216918945
17,483,3,4.528936862945557
17,50,4,4.41778564453125
17,313,5,4.388627052307129
17,178,6,4.356741905212402
17,251,7,4.352444171905518
17,515,8,4.297410011291504
17,480,9,4.249547958374023
17,48,10,4.223931789398193
18,344,1,4.9573540687561035
18,318,2,4.926532745361328
18,251,3,4.860867023468018
18,657,4,4.705619812011719
18,466,5,4.70031213760376
18,606,6,4.693605422973633
18,1449,7,4.639728546142578
18,1194,8,4.636124610900879
18,499,9,4.551678657531738
18,1643,10,4.543458461761475
19,478,1,4.595541954040527
19,169,2,4.549213886260986
19,1449,3,4.537470817565918
19,223,4,4.527782917022705
19,50,5,4.509062767028809
19,48,6,4.473179340362549
19,511,7,4.4563517570495605
19,474,8,4.437225341796875
19,175,9,4.423274040222168
19,513,10,4.4025139808654785
20,611,1,4.631542682647705
20,606,2,4.524357795715332
20,654,3,4.4716033935546875
20,153,4,4.409203052520752
20,211,5,4.4042840003967285
20,746,6,4.388211250305176
20,1098,7,4.363992691040039
20,516,8,4.330994606018066
20,1449,9,4.302523136138916
20,478,10,4.296701431274414
21,357,1,5.1122145652771
21,187,2,5.110052585601807
21,515,3,4.898309230804443
21,203,4,4.8028883934021
21,205,5,4.713949203491211
21,316,6,4.622265815734863
21,276,7,4.588333606719971
21,182,8,4.5753984451293945
21,191,9,4.504794597625732
21,707,10,4.503697395324707
22,150,1,5.398861408233643
22,12,2,5.348989963531494
22,357,3,5.2659525871276855
22,197,4,5.076162815093994
22,408,5,5.05838680267334
22,661,6,5.054078578948975
22,192,7,5.034523963928223
22,165,8,5.001275539398193
22,484,9,4.966371536254883
22,22,10,4.9316511154174805
23,12,1,4.899600982666016
23,318,2,4.758254528045654
23,137,3,4.719560146331787
23,491,4,4.621305465698242
23,257,5,4.601291179656982
23,1449,6,4.593685150146484
23,1203,7,4.5858049392700195
23,190,8,4.555670738220215
23,169,9,4.542334079742432
23,488,10,4.514542102813721
24,603,1,5.160995960235596
24,196,2,5.154760360717773
24,663,3,5.097956657409668
24,496,4,5.023154258728027
24,513,5,5.0036211013793945
24,272,6,4.993570804595947
24,192,7,4.9830403327941895
24,199,8,4.960972785949707
24,57,9,4.928916931152344
24,89,10,4.908148765563965
25,12,1,4.912093162536621
25,511,2,4.727147102355957
25,172,3,4.713169574737549
25,483,4,4.665538311004639
25,223,5,4.658989429473877
25,272,6,4.617105960845947
25,83,7,4.6080145835876465
25,207,8,4.591868877410889
25,963,9,4.591231822967529
25,165,10,4.584080696105957
26,603,1,4.158067226409912
26,22,2,4.144412040710449
26,28,3,4.122114658355713
26,12,4,4.080214977264404
26,50,5,4.070588111877441
26,498,6,4.067992687225342
26,963,7,4.033953666687012
26,480,8,4.023869514465332
26,511,9,4.022136211395264
26,64,10,4.003236293792725
27,64,1,4.289706230163574
27,318,2,4.265841960906982
27,408,3,4.2473320960998535
27,1449,4,4.2330756187438965
27,272,5,4.22258996963501
27,513,6,4.150087356567383
27,116,7,4.113984107971191
27,479,8,4.1109089851379395
27,603,9,4.0877509117126465
27,856,10,4.079538345336914
28,156,1,4.600070476531982
28,178,2,4.577447891235352
28,302,3,4.573295593261719
28,132,4,4.568347930908203
28,137,5,4.50535249710083
28,190,6,4.496123313903809
28,210,7,4.480661392211914
28,172,8,4.471423625946045
28,223,9,4.467250347137451
28,128,10,4.445449352264404
29,483,1,4.856789588928223
29,11,2,4.837182998657227
29,318,3,4.826998233795166
29,33,4,4.821232795715332
29,56,5,4.782363414764404
29,114,6,4.777433395385742
29,511,7,4.741401195526123
29,48,8,4.725849151611328
29,316,9,4.711788177490234
29,12,10,4.705609321594238
30,318,1,5.09431791305542
30,513,2,5.065415382385254
30,190,3,4.998830795288086
30,178,4,4.935290336608887
30,1,5,4.903681755065918
30,42,6,4.8522233963012695
30,191,7,4.847083568572998
30,60,8,4.768203258514404
30,1039,9,4.751040935516357
30,709,10,4.741061687469482
31,173,1,4.881058692932129
31,168,2,4.8059611320495605
31,496,3,4.62363338470459
31,199,4,4.606547832489014
31,64,5,4.596343994140625
31,98,6,4.55897855758667
31,478,7,4.502852916717529
31,205,8,4.488629341125488
31,493,9,4.48536491394043
31,127,10,4.456552505493164
32,318,1,4.737142562866211
32,603,2,4.686890125274658
32,127,3,4.449703693389893
32,64,4,4.418041706085205
32,12,5,4.398297309875488
32,178,6,4.375984191894531
32,269,7,4.334059715270996
32,419,8,4.317065238952637
32,1269,9,4.303272247314453
32,143,10,4.264708042144775
33,318,1,4.742278575897217
33,98,2,4.729171276092529
33,56,3,4.703404426574707
33,316,4,4.624353408813477
33,174,5,4.61885404586792
33,79,6,4.60519552230835
33,50,7,4.603794097900391
33,127,8,4.59840726852417
33,302,9,4.556445121765137
33,203,10,4.502315044403076
34,479,1,5.115836143493652
34,641,2,5.03101921081543
34,50,3,4.9456095695495605
34,492,4,4.914757251739502
34,408,5,4.910112380981445
34,178,6,4.869865894317627
34,603,7,4.868941783905029
34,1512,8,4.8660759925842285
34,510,9,4.836127281188965
34,1,10,4.824191093444824
35,483,1,4.921998977661133
35,12,2,4.915373802185059
35,496,3,4.677921295166016
35,64,4,4.640641212463379
35,603,5,4.618927478790283
35,313,6,4.554575443267822
35,936,7,4.527656555175781
35,50,8,4.49859619140625
35,963,9,4.497280120849609
35,958,10,4.462554454803467
36,98,1,4.853893280029297
36,12,2,4.744025230407715
36,174,3,4.743870258331299
36,963,4,4.71069860458374
36,318,5,4.694840908050537
36,132,6,4.651586055755615
36,1449,7,4.622530460357666
36,408,8,4.620233535766602
36,603,9,4.613390922546387
36,223,10,4.588438987731934
37,169,1,5.313345909118652
37,318,2,5.027406692504883
37,527,3,4.998225688934326
37,191,4,4.917537689208984
37,127,5,4.870725631713867
37,1142,6,4.836518287658691
37,302,7,4.833209991455078
37,170,8,4.810778617858887
37,8,9,4.810053825378418
37,172,10,4.806783199310303
38,753,1,5.826146125793457
38,143,2,5.6591997146606445
38,306,3,5.542407512664795
38,615,4,5.358702182769775
38,333,5,5.352163791656494
38,242,6,5.343660354614258
38,190,7,5.175896644592285
38,820,8,5.161330223083496
38,515,9,5.104783058166504
38,815,10,5.094715118408203
39,98,1,4.618914604187012
39,478,2,4.444720268249512
39,183,3,4.402310371398926
39,114,4,4.40215539932251
39,169,5,4.359349727630615
39,482,6,4.348241806030273
39,7,7,4.309198379516602
39,165,8,4.285240650177002
39,923,9,4.283868789672852
39,659,10,4.25162410736084
40,432,1,4.601117134094238
40,98,2,4.441887855529785
40,963,3,4.308484077453613
40,524,4,4.262029647827148
40,1101,5,4.253805637359619
40,653,6,4.253575801849365
40,187,7,4.242941856384277
40,194,8,4.216843605041504
40,50,9,4.211885929107666
40,1142,10,4.210647106170654
41,114,1,4.783626556396484
41,89,2,4.705798149108887
41,483,3,4.703886985778809
41,169,4,4.657564163208008
41,172,5,4.625323295593262
41,190,6,4.603102207183838
41,48,7,4.5561628341674805
41,178,8,4.548053741455078
41,484,9,4.536362171173096
41,408,10,4.5210137367248535
42,22,1,5.624142646789551
42,520,2,5.141758441925049
42,313,3,5.126532554626465
42,663,4,5.118062973022461
42,328,5,5.087735176086426
42,205,6,4.897392749786377
42,408,7,4.88945198059082
42,193,8,4.859407901763916
42,485,9,4.8527936935424805
42,165,10,4.841475963592529
43,125,1,5.160981178283691
43,515,2,5.151045322418213
43,45,3,5.132637023925781
43,477,4,5.11406135559082
43,603,5,4.93811559677124
43,313,6,4.884548187255859
